name,Age,km_driven,FuelEconomy_kmpl,engine_p,engine_v,selling_price
Toyota Innova 2.5 VX (Diesel) 7 Seater,7,79328,12.9,46,2494,750000
Maruti Swift AMT VVT VXI,1,5621,22.0,98,1197,650000
Toyota Etios VX,3,25538,16.7,55,1496,625000
Maruti Swift AMT ZXI,2,69779,22.0,67,1197,600000
Hyundai Grand i10 1.2 CRDi Sportz,3,56290,24.0,83,1186,450000
BMW X4 M Sport X xDrive20d,1,7500,16.7,73,1995,5400000
BMW X4 M Sport X xDrive20d,1,8500,16.7,83,1995,5500000
Honda Amaze V CVT Petrol BSIV,1,7032,19.0,85,1199,779000
Skoda Rapid 1.6 MPI AT Elegance,4,11000,14.3,47,1598,645000
Volvo V40 D3 R-Design,2,2000,16.8,47,1984,2475000
Honda Amaze S CVT Diesel BSIV,1,40000,23.8,98,1498,700000
Hyundai Creta 1.4 CRDi Base,3,45000,21.3,64,1396,950000
Maruti Alto LXi BSIII,10,80000,19.7,67,796 ,160000
Hyundai Xcent 1.1 CRDi S Option,5,135000,24.4,67,1120,409999
Toyota Innova 2.5 G (Diesel) 7 Seater,5,120000,12.9,69,2494,840000
Toyota Etios Liva Diesel,7,67000,23.5,67,1364,450000
Maruti Swift Dzire ZDI Plus,3,50000,28.4,85,1248,900000
Toyota Innova 2.5 V Diesel 7-seater,12,134000,12.8,68,2494,570000
Nissan Micra Diesel XV,9,110000,23.0,81,1461,254999
Maruti 800 AC BSIII,11,40000,16.1,68,796 ,130000
Maruti Swift Dzire VDI,7,120000,23.4,74,1248,530000
Volkswagen Polo 1.5 TDI Highline,5,110000,20.1,46,1498,520000
Mahindra Verito 1.5 D2 BSIII,9,170000,21.0,68,1461,229999
Maruti 800 AC BSIII,16,80000,16.1,74,796 ,81000
Maruti Swift VDI Optional,4,47000,25.2,88,1248,600000
Hyundai Xcent 1.2 Kappa S Option,5,93000,19.1,84,1197,409999
Maruti 800 Std,10,70000,16.1,34,796 ,120000
Maruti Celerio VXI,6,50000,23.1,81,998 ,320000
Ford Figo Diesel EXI,5,70000,20.0,53,1399,292000
Tata Safari DICOR 2.2 LX 4x2,8,80000,13.9,88,2179,390000
Ford Figo 1.2P Titanium Plus MT,4,44000,18.1,47,1196,550000
Maruti Celerio ZXI,6,25000,23.1,53,998 ,385000
Hyundai Creta 1.6 VTVT S,4,25000,15.2,55,1591,800000
Maruti Swift Dzire VXI 1.2,1,10000,21.2,58,1197,675000
Tata Hexa XT,2,50000,17.6,87,2179,1525000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2,30000,23.0,82,1498,950000
Hyundai i20 Active 1.4 SX with AVN,5,50000,21.1,81,1396,610000
Hyundai i20 Asta 1.4 CRDi,8,120000,22.5,88,1396,525000
Honda Amaze S CVT Diesel BSIV,1,40000,23.8,69,1498,700000
Mahindra Bolero 2011-2019 SLE,5,80000,15.9,67,2523,375000
Nissan Terrano XL Plus 85 PS,5,90000,20.4,57,1461,580000
Maruti Swift VXI Windsong Limited edition,5,50000,20.4,53,1197,434999
Datsun RediGO 1.0 S,0,2136,22.5,82,999 ,350000
Toyota Innova 2.5 G (Diesel) 7 Seater,8,250000,12.9,62,2494,730000
Hyundai i20 Magna 1.2,5,35000,18.6,98,1197,600000
Toyota Innova 2.5 VX (Diesel) 7 Seater,5,120000,12.9,88,2494,1050000
Maruti Baleno Alpha 1.3,3,70000,27.3,81,1248,735000
Renault Duster 110PS Diesel RxZ,2,18000,19.6,67,1461,1050000
Chevrolet Enjoy 1.3 TCDi LS 7,4,110000,18.2,81,1248,420000
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,3,60000,23.6,82,1248,800000
Toyota Fortuner 4x2 AT,5,60000,12.5,55,2982,2000000
Maruti Swift Dzire VDI,4,147000,26.5,55,1248,600000
Toyota Fortuner 4x2 AT,5,130000,12.5,73,2982,1900000
Chevrolet Captiva LT,9,99500,11.5,73,1991,500000
Tata Indica Vista Aqua 1.4 TDI,9,110000,17.0,47,1405,200000
Nissan Micra Active XL Petrol,4,35000,19.4,53,1198,370000
Hyundai Verna Transform CRDi VGT SX ABS,10,110000,16.2,88,1493,260000
Mahindra KUV 100 mFALCON D75 K8,4,100000,25.3,98,1198,280000
Maruti Ertiga VXI,6,21000,16.0,88,1373,610000
Ford Fiesta Titanium 1.5 TDCi,7,60000,23.5,67,1498,300000
Tata Indigo CS LX DiCOR,10,40000,16.6,57,1405,140000
Hyundai i10 Magna 1.1L,12,50000,19.8,88,1086,229999
Maruti A-Star Vxi,10,65000,19.0,88,998 ,200000
Maruti Wagon R VXI BSIII,9,80000,18.9,88,998 ,200000
Hyundai Verna 1.6 CRDi S,5,119000,23.9,73,1582,560000
Maruti Ertiga SHVS VDI,4,80000,24.5,56,1248,750000
Maruti Swift VDI BSIV,3,90000,25.2,81,1248,585000
Hyundai Verna 1.6 VTVT S Option,4,20000,17.0,83,1591,760000
Maruti Swift VDI BSIV,6,80000,25.2,88,1248,430000
Mahindra KUV 100 D75 K6 Plus,0,44665,25.3,88,1198,480000
Kia Seltos HTE D,1,10000,20.8,88,1493,643000
Hyundai Xcent 1.2 VTVT S,2,60000,20.1,83,1197,500000
Honda Brio 1.2 S MT,4,22000,18.5,46,1198,425000
Maruti Alto 800 LXI,6,25000,22.7,73,796 ,250000
Maruti Celerio LDi,4,70000,27.6,86,793 ,285000
Maruti Swift Dzire VXi,12,123000,17.5,76,1298,160000
Volkswagen Vento Diesel Trendline,9,70000,20.5,67,1598,250000
Chevrolet Beat LS,7,70000,18.6,88,1199,170000
Toyota Etios Liva GD,7,45000,23.5,88,1364,409999
Hyundai Grand i10 AT Asta,5,40000,18.9,73,1197,400000
Maruti Swift Dzire VDI,1,30000,28.4,52,1248,700000
Honda Civic 1.8 V AT,13,90000,12.9,85,1799,350000
Maruti Ertiga BSIV VXI,4,34000,17.5,67,1373,660000
Maruti Alto 800 VXI,3,25000,24.7,74,796 ,268000
Maruti Alto 800 VXI,4,50000,22.7,72,796 ,270000
Chevrolet Beat Diesel LT,7,50000,25.4,88,936 ,300000
Tata Tiago 1.2 Revotron XZ,3,90000,23.8,67,1199,450000
Chevrolet Beat Diesel LT,8,70000,25.4,67,936 ,220000
Tata New Safari DICOR 2.2 VX 4x2,11,146000,13.9,53,2179,250000
Ford Figo Petrol EXI,8,85000,15.6,62,1196,300000
Tata Indica V2 2001-2011 DLS BSIII,11,201850,17.8,88,1396,88000
Maruti Swift Dzire VDI,4,30000,26.5,99,1248,561000
Maruti Swift Dzire VDI,2,15000,28.4,89,1248,755000
Datsun RediGO S,3,25000,22.7,99,799 ,235000
Maruti Alto K10 LXI,9,90000,20.9,98,998 ,165000
Maruti Swift Dzire LDi,12,80000,19.3,73,1248,190000
Tata Indica V2 DLX BSII,9,50000,17.2,46,1396,110000
Mahindra Bolero 2011-2019 DI 4WD NON AC,8,80000,13.6,67,2523,320000
Hyundai i20 Asta Option 1.2,4,38000,18.6,68,1197,540000
Hyundai EON Era Plus,7,60000,21.1,88,814 ,180000
Maruti Eeco 7 Seater Standard BSIV,4,100000,15.3,81,1196,270000
Maruti Swift Dzire 1.2 Vxi BSIV,8,30000,17.5,73,1197,450000
Maruti Swift Dzire VXI,6,30000,19.1,98,1197,450000
Chevrolet Beat LT,5,50000,18.6,46,1199,200000
Tata Tiago 1.2 Revotron XZ,3,42000,23.8,74,1199,425000
Chevrolet Sail 1.2 LS ABS,4,30000,18.2,47,1199,400000
Maruti Alto LXi BSIII,11,60000,19.7,98,796 ,125000
Jeep Compass 2.0 Longitude Option BSIV,2,14000,17.1,81,1956,1600000
Honda City i VTEC VX,5,22000,17.4,53,1497,900000
Volkswagen Vento Diesel Highline,8,90000,20.5,67,1598,450000
Maruti Alto K10 2010-2014 VXI,9,46000,20.9,53,998 ,210000
Hyundai i20 1.2 Asta Option,2,20000,18.6,88,1197,801000
Tata Venture EX 7 Str Captain Seats,6,15000,15.4,67,1405,317000
Maruti Ertiga VXI,5,40000,16.0,88,1373,600000
Hyundai i20 Magna,6,30000,18.5,81,1197,330000
Hyundai EON Magna Plus,3,15000,21.1,88,814 ,320000
Hyundai Getz GLX,13,110000,15.3,88,1341,120000
Maruti Alto LXi,11,70000,19.7,81,796 ,130000
Chevrolet Sail 1.2 LS,5,80000,18.2,88,1199,220000
Tata Zest Revotron 1.2T XM,5,110000,17.5,81,1193,340000
Ford Classic 1.4 Duratorq CLXI,7,70000,19.6,67,1399,200000
Maruti Alto LXI,18,50000,19.7,88,796 ,140000
Toyota Innova 2.5 G (Diesel) 8 Seater,7,190000,12.9,81,2494,1000000
Mahindra Bolero SLX,10,100000,13.6,88,2523,495000
Maruti Alto 800 LXI,5,60000,22.7,81,796 ,236000
Maruti Wagon R VXI BS IV,5,40000,20.5,73,998 ,390000
Maruti Swift Dzire VDi,11,90000,19.3,88,1248,275000
Tata Safari Storme EX,5,110000,14.1,67,2179,503000
Maruti Vitara Brezza ZDi Plus Dual Tone,3,32000,24.3,88,1248,775000
Toyota Innova Crysta 2.8 ZX AT BSIV,4,30000,11.3,81,2755,1800000
Hyundai Creta 1.6 CRDi SX,4,58000,19.6,88,1582,850000
Maruti Vitara Brezza VDi,2,5000,24.3,81,1248,750000
Hyundai i20 1.2 Spotz,2,25000,18.6,73,1197,570000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2,32000,18.9,88,1197,580000
Honda Jazz 1.2 VX i VTEC,4,30000,18.7,67,1199,484999
Honda BR-V i-VTEC S MT,3,43000,15.4,88,1497,700000
Hyundai Verna S,8,60000,17.7,81,1497,415000
Nissan Micra XV CVT,5,50000,19.3,88,1198,325000
Ford Figo Aspire 1.2 Ti-VCT Trend,2,14200,18.1,81,1196,550000
Hyundai EON Sportz,3,10000,21.1,73,814 ,300000
Datsun RediGO T Option,2,25000,22.7,88,799 ,217000
Ford Freestyle Titanium Petrol BSIV,2,19100,19.0,67,1194,700000
Hyundai Santro Sportz AMT BSIV,1,25000,20.3,88,1086,466000
Ford EcoSport 1.5 Diesel Trend BSIV,6,54000,23.0,81,1498,484999
Nissan Sunny XL D,2,35000,22.7,88,1461,670000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2,20000,18.9,81,1197,500000
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,4,52000,23.6,73,1248,675000
Hyundai i20 1.4 CRDi Asta,9,120000,23.0,88,1396,220000
Jeep Compass 2.0 Limited,3,50000,17.1,69,1956,1650000
Maruti Ertiga ZDI,7,120000,20.7,67,1248,630000
Tata Manza Aura Quadrajet,10,90000,18.8,73,1248,250000
Maruti Wagon R LXI,16,120000,18.9,53,998 ,120000
Skoda Rapid 1.5 TDI Elegance,5,101500,21.1,73,1498,300000
Hyundai Verna 1.6 CRDi EX AT,7,75000,22.3,46,1582,525000
Mahindra Scorpio 1.99 S10,4,100000,15.4,46,1997,1100000
Renault Duster 110PS Diesel RxZ,8,55735,19.0,73,1461,480000
Mahindra XUV500 W4,6,80000,15.1,88,2179,605000
Maruti Alto 800 LXI Optional,4,50000,24.7,88,796 ,250000
Ford Figo Diesel Celebration Edition,7,70000,20.0,67,1399,245000
Hyundai i10 Magna 1.2 iTech SE,8,76000,20.3,81,1197,210000
Maruti Swift Dzire VXI 1.2,0,1500,21.2,78,1197,730000
Mahindra Bolero 2011-2019 SLX,8,76000,15.9,47,2523,500000
Maruti Wagon R VXI Optional,5,40000,20.5,86,998 ,400000
Hyundai EON Magna Plus,5,60000,21.1,55,814 ,280000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,11,170000,12.8,53,2494,561000
Mitsubishi Pajero Sport 4X4,7,181491,13.5,72,2477,950000
Chevrolet Beat Diesel LS,4,53319,25.4,88,936 ,375000
Volkswagen Ameo 1.5 TDI Comfortline,3,40906,21.6,62,1498,700000
Toyota Etios VX,8,31711,17.6,68,1496,375000
Hyundai EON Era Plus,8,43755,21.1,67,814 ,270000
Renault KWID RXT,4,66693,25.1,46,799 ,300000
Maruti Zen Estilo VXI BSIV,10,59549,19.0,73,998 ,225000
Toyota Innova 2.5 G (Diesel) 8 Seater,5,94385,12.9,81,2494,1350000
Maruti Zen Estilo LXI BSIII,10,73730,18.2,62,998 ,200000
Hyundai Verna 1.6 SX,9,221889,22.3,74,1582,400000
Honda Amaze VX i-DTEC,7,116104,25.8,83,1498,500000
Maruti Swift VXI BSIV,5,150546,22.0,62,1197,500000
Toyota Fortuner 2.8 2WD MT,7,148120,14.2,88,2755,1500000
Ford Ecosport 1.5 Ti VCT MT Titanium,5,20000,15.8,84,1499,555000
Hyundai Grand i10 1.2 Kappa Magna AT,2,30000,18.9,91,1197,580000
Tata Aria Pride,9,142000,13.7,81,2179,337000
Tata Sumo CX 10 Str BSIV,9,20000,12.2,37,1948,175000
Tata Manza Aura Plus Quadrajet,11,120000,18.8,88,1248,180000
Hyundai i10 Sportz 1.1L,9,80000,19.8,53,1086,200000
Tata Indigo CS LX (TDI) BS-III,4,60000,19.0,46,1405,260000
Renault KWID 1.0 RXT Optional,4,25000,23.0,53,999 ,350000
Mahindra Bolero SLX,9,50000,13.6,61,2523,409999
Mahindra TUV 300 T8,3,126000,18.4,73,1493,655000
Maruti Swift Dzire LDI,5,170000,26.5,55,1248,370000
Maruti Alto 800 LXI,7,24000,22.7,62,796 ,200000
Maruti Ertiga SHVS ZDI,3,100000,24.5,88,1248,800000
Tata Tiago NRG Petrol,1,10000,24.0,82,1199,550000
Ford Figo Diesel ZXI,8,70000,20.0,34,1399,300000
Maruti Omni E MPI STD BS IV,3,40000,16.8,67,796 ,220000
Maruti Wagon R LXI BS IV,9,110000,18.9,61,998 ,196000
Hyundai i10 Era,12,80000,19.8,81,1086,135000
Tata Bolt Revotron XE,5,16500,17.5,88,1193,299000
Maruti Alto K10 VXI,3,30000,23.9,81,998 ,300000
Maruti Ertiga SHVS VDI,3,80000,24.5,85,1248,720000
Tata Safari Storme EX,4,50000,14.1,46,2179,650000
Maruti Alto K10 VXI,4,25000,23.9,78,998 ,300000
Hyundai Grand i10 1.2 CRDi Asta,1,20000,24.0,88,1186,750000
Renault KWID RXT,4,60000,25.1,73,799 ,260000
Maruti Swift VDI,9,70000,22.9,67,1248,300000
Mahindra Bolero 2011-2019 SLX,6,50000,15.9,67,2523,600000
Honda Accord V6 AT,16,100000,9.0 ,88,2997,275000
Maruti Alto K10 VXI,5,52000,23.9,74,998 ,250000
Maruti Swift Dzire VDI,6,80000,23.4,88,1248,420000
Hyundai EON Era Plus,5,50000,21.1,46,814 ,235000
Mahindra Scorpio S10 7 Seater,4,60000,15.4,53,2179,1100000
Maruti Alto K10 VXI,1,25000,23.9,81,998 ,360000
Hyundai Grand i10 CRDi Asta,6,50000,24.0,62,1120,380000
Ford EcoSport 1.5 TDCi Titanium BSIV,4,125000,22.7,81,1498,650000
Maruti Wagon R VXI Optional,4,80000,20.5,98,998 ,350000
Mahindra Bolero 2011-2019 DI - AC BS III,3,70000,15.9,81,2523,700000
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),10,90000,23.0,85,1396,270000
Tata Bolt Quadrajet XE,3,50000,22.9,69,1248,450000
Mahindra Thar CRDe,4,101000,16.5,88,2498,630000
Mahindra Xylo E4 BS IV,10,168000,14.0,88,2498,229999
Mahindra Xylo E4 BS IV,10,168000,14.0,79,2498,229999
Maruti Wagon R VXI BS IV,9,40000,18.9,46,998 ,270000
Tata Indica Vista Aura Safire Anniversary Edition,11,28900,0.0 ,71,1172,135000
Maruti Wagon R VXI BS IV,8,20000,18.9,63,998 ,275000
Jaguar XE 2016-2019 2.0L Diesel Prestige,3,9000,13.6,98,1999,2625000
Lexus ES 300h,1,20000,22.3,73,2487,5150000
Jaguar XF 2.0 Diesel Portfolio,3,45000,19.3,91,1999,3200000
Tata Safari Storme EX,5,110000,14.1,81,2179,503000
Volvo XC40 D4 Inscription BSIV,1,20000,18.0,88,1969,3800000
Toyota Camry 2.5 Hybrid,4,68089,19.1,78,2494,2000000
Maruti Wagon R LXI,7,58343,21.7,47,998 ,225000
Maruti Baleno Alpha 1.3,2,38817,27.3,53,1248,740000
Honda Jazz VX,4,56494,18.2,98,1199,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,7,79328,12.9,67,2494,750000
Maruti Swift AMT VVT VXI,1,5621,22.0,67,1197,650000
Toyota Etios VX,3,25538,16.7,73,1496,625000
Maruti Swift AMT ZXI,2,69779,22.0,81,1197,600000
Hyundai Grand i10 1.2 CRDi Sportz,3,56290,24.0,47,1186,450000
BMW X4 M Sport X xDrive20d,1,7500,16.7,83,1995,5400000
BMW X4 M Sport X xDrive20d,1,8500,16.7,81,1995,5500000
Honda Amaze V CVT Petrol BSIV,1,7032,19.0,67,1199,779000
Skoda Rapid 1.6 MPI AT Elegance,4,11000,14.3,34,1598,645000
Volvo V40 D3 R-Design,2,2000,16.8,62,1984,2475000
Mahindra TUV 300 T8,5,165000,18.4,57,1493,634000
Maruti A-Star Zxi,8,98500,19.0,86,998 ,235000
Hyundai i10 Asta,12,98000,20.3,73,1197,275000
Mahindra Thar CRDe AC,6,40000,16.5,91,2498,700000
Fiat Grande Punto Sport 90BHP,7,90000,20.3,61,1248,400000
Maruti Alto LXi,8,90000,19.7,88,796 ,215000
Hyundai Getz 1.5 CRDi GVS,11,110000,17.1,46,1493,150000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2,77800,25.1,62,1248,950000
Mahindra TUV 300 T8,5,100000,18.4,78,1493,730000
Tata Indica V2 Turbomax DLS BS IV,8,120000,19.0,81,1405,135000
Hyundai Xcent 1.2 Kappa Base,4,80000,19.1,88,1197,350000
Mahindra KUV 100 G80 K6 Plus,2,21000,18.1,55,1198,535000
Maruti Swift Dzire Tour S CNG,2,100000,19.0,78,1197,455000
Maruti Swift Dzire VXI 1.2,1,25000,21.2,88,1197,655000
Ford EcoSport 1.5 Diesel Titanium BSIV,1,30000,23.0,88,1498,800000
Toyota Yaris V CVT BSIV,2,25000,17.8,84,1496,1100000
Mercedes-Benz E-Class E250 CDI Avantgarde,4,40000,13.0,86,2143,3000000
Toyota Fortuner 4x2 4 Speed AT,8,160000,11.5,67,2982,1225000
Mahindra KUV 100 G80 K2,2,51492,18.1,89,1198,340000
Volkswagen Vento Diesel Highline,9,72000,20.5,67,1598,300000
Ford Figo 1.2P Titanium Opt MT,4,60000,18.1,62,1196,370000
Mahindra Bolero 2011-2019 SLE,7,136000,15.9,78,2523,330000
Hyundai Santro Xing GLS,6,60000,17.9,68,1086,238000
Hyundai Santro Xing GLS,7,90000,17.9,81,1086,200000
Nissan Sunny Diesel XV,6,91000,22.7,88,1461,320000
Hyundai Santro Xing GL Plus,11,90000,17.9,81,1086,114999
Maruti Wagon R LXI BS IV,5,50000,20.5,98,998 ,320000
Hyundai i10 Era,10,20000,19.8,83,1086,210000
Mahindra Xylo D2 BS IV,9,120000,14.0,81,2489,200000
Maruti Wagon R LXI Minor,11,150000,18.9,98,1061,135000
Tata Indigo CS LS (TDI) BS-III,5,52000,19.0,88,1405,350000
Mahindra Bolero 2011-2019 DI BSIII,6,167000,13.6,67,2523,350000
Maruti Swift Dzire VDI,3,40000,28.4,74,1248,680000
Maruti Swift Vdi BSIII,10,190000,17.8,81,1248,200000
Renault KWID 1.0 RXT Optional,4,50000,23.0,88,999 ,300000
Mahindra Xylo E6,9,70000,14.0,97,2498,270000
Maruti Wagon R LXI BSIII,8,80000,18.9,73,998 ,225000
Mahindra Bolero DI DX 8 Seater,12,120000,13.6,97,2523,250000
Mahindra TUV 300 T8,5,40000,18.4,91,1493,590000
Hyundai EON Era Plus,5,17000,21.1,46,814 ,290000
Maruti Zen Estilo LXI BS IV,10,180000,19.0,67,998 ,100000
Maruti Celerio VXI,4,50000,23.1,73,998 ,395000
Hyundai EON Era Plus,6,65000,21.1,88,814 ,195000
Tata Nano Cx,9,10000,26.0,55,624 ,45000
Mahindra Bolero DI DX 8 Seater,11,70000,13.6,68,2523,270000
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,6,90000,13.5,67,2499,600000
Hyundai i20 Asta 1.4 CRDi,5,50000,22.5,37,1396,715000
Hyundai Elite i20 Magna Plus BSIV,1,10000,18.6,88,1197,600000
Mahindra TUV 300 T6 Plus,1,25000,18.4,88,1493,875000
Mahindra Scorpio M2DI,9,100000,13.5,98,2179,420000
Honda CR-V 2.4 4WD AT,13,70000,10.1,67,2354,325000
Datsun GO Anniversary Edition,3,30000,20.6,88,1198,385000
Mahindra KUV 100 mFALCON G80 K2,4,40000,18.1,98,1198,300000
Hyundai i20 Sportz 1.4 CRDi,8,135000,21.9,88,1396,335000
Maruti Celerio LXI,6,35000,23.1,81,998 ,300000
Hyundai Accent GLE,16,120000,13.2,88,1495,80000
Mahindra Bolero 2011-2019 SLE,8,120000,15.9,74,2523,400000
Tata Indigo CS LS (TDI) BS III,8,190000,19.0,81,1396,168000
Mahindra Bolero 2011-2019 Plus AC,4,120000,15.9,88,2523,550000
Mahindra Bolero PLUS AC BSIII,9,175000,13.6,98,2523,320000
Mahindra Bolero 2011-2019 Plus - AC BSIII,9,175000,15.9,98,2523,320000
Nissan Sunny XE,9,25000,16.9,93,1498,350000
Tata Manza Club Class Quadrajet90 VX,7,80000,21.0,88,1248,280000
Hyundai Xcent 1.1 CRDi SX Option,3,70000,24.4,68,1120,550000
Hyundai Xcent 1.2 VTVT E Plus,2,10000,20.1,93,1197,500000
Ford Freestyle Titanium Plus Petrol BSIV,1,6000,19.0,73,1194,700000
Skoda Rapid Ultima 1.6 TDI Elegance,7,90000,20.5,67,1598,380000
Mahindra Bolero 2011-2019 Plus - AC BSIII,8,110000,15.9,88,2523,340000
Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,13,120000,13.6,88,2523,160000
Toyota Innova 2.5 G (Diesel) 7 Seater,6,50000,12.9,83,2494,750000
Hyundai Grand i10 1.2 Kappa Magna AT,2,20000,18.9,73,1197,531000
Renault KWID 1.0 RXT Optional,3,35000,23.0,81,999 ,300000
Volkswagen Polo 1.5 TDI Comfortline,6,60000,20.1,88,1498,350000
Chevrolet Beat LT,10,68000,18.6,46,1199,150000
Maruti Swift VXI Optional,5,30000,20.4,68,1197,450000
Mahindra XUV500 W10 2WD,3,54000,16.0,98,2179,1625000
Tata Indica V2 DLX TC,14,120000,16.8,98,1405,85000
Hyundai Grand i10 1.2 Kappa Magna BSIV,2,30000,18.9,81,1197,450000
Tata Tiago 1.05 Revotorq XM,3,50000,27.2,62,1047,360000
Maruti Alto K10 VXI,0,6000,23.9,62,998 ,390000
Maruti Eeco 7 Seater Standard BSIV,9,50000,15.3,68,1196,145000
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,8,90000,12.0,67,2179,540000
Toyota Innova 2.5 E Diesel MS 8-seater,12,126000,12.8,74,2494,290000
Tata Indigo eCS VX BSIV,7,90000,25.0,67,1396,300000
Ford Figo Aspire 1.2 Ti-VCT Titanium,3,80000,18.1,67,1196,565000
Mahindra Scorpio 2.6 CRDe SLE,9,70000,10.5,73,2609,441000
Hyundai EON Era Plus,9,80000,21.1,67,814 ,180000
Hyundai EON D Lite,7,80000,21.1,46,814 ,200000
Maruti Alto LX,15,150000,19.7,73,796 ,85000
Tata Indica V2 DL BSIII,14,110000,17.8,58,1396,67500
Maruti Vitara Brezza ZDi Plus Dual Tone,4,110000,24.3,98,1248,700000
Volkswagen Polo Diesel Highline 1.2L,10,80000,22.0,62,1199,275000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,1,20000,18.9,83,1197,600000
Mahindra Xylo D2,9,120000,13.0,47,2489,250000
Mahindra Bolero 2011-2019 DI - AC BS III,4,120000,15.9,81,2523,600000
Fiat Linea 1.3 Active,10,80000,20.4,47,1248,200000
Hyundai Grand i10 CRDi Sportz,5,91500,24.0,73,1120,425000
Maruti Swift Dzire VDi,8,120000,19.3,47,1248,420000
Hyundai i20 1.4 CRDi Era,8,100000,23.0,85,1396,321000
Mahindra Xylo D4 BSIV,8,120000,14.0,73,2498,350000
Honda Amaze i-VTEC Privilege Edition,3,80000,17.8,88,1198,490000
Mahindra Scorpio S2 7 Seater,5,90000,15.4,83,2523,680000
Maruti Alto K10 VXI,4,70000,23.9,88,998 ,298000
Mahindra Scorpio M2DI,9,150000,13.5,74,2179,450000
Tata Indica Vista Quadrajet ZX,8,40000,22.3,86,1248,250000
Ford Endeavour Hurricane Limited Edition,7,110000,12.8,91,2953,1075000
Hyundai Grand i10 Sportz,3,20000,18.9,81,1197,500000
Ford Freestyle Trend Petrol BSIV,1,10000,19.0,81,1194,681000
Mahindra XUV500 W8 2WD,6,90000,15.1,85,2179,650000
Chevrolet Aveo U-VA 1.2 LS,12,70000,15.2,83,1150,80000
Mahindra Bolero SLX 2WD BSIII,11,120000,13.6,83,2523,290000
Mahindra Scorpio 2.6 SPORTZ CRDe,14,120000,10.5,81,2179,220000
Hyundai Santro Xing GL,11,90000,0.0 ,53,1086,120000
Datsun RediGO Sport,3,80000,22.7,47,799 ,229999
Mahindra Bolero ZLX BSIII,17,132478,13.6,46,2523,150000
Maruti Swift Dzire VXI,6,45000,19.1,88,1197,500000
Tata Indigo CS LS (TDI) BS III,7,120000,19.0,86,1396,175000
Ford Freestyle Titanium Petrol BSIV,1,10000,19.0,81,1194,720000
Maruti 800 AC,8,51000,16.1,81,796 ,100000
Honda Civic 1.8 V AT,11,105000,12.9,88,1799,250000
Mahindra XUV500 W6 2WD,6,100000,15.1,47,2179,810000
Maruti Alto LXi,10,30000,19.7,88,796 ,165000
Chevrolet Tavera Neo 3 LS 10 Str,4,60000,12.2,88,1994,409999
Maruti Swift VDI,7,86000,22.9,67,1248,430000
Datsun GO Plus D1,5,15000,20.6,81,1198,300000
Maruti Swift Dzire VDi,9,137500,19.3,85,1248,350000
Renault KWID 1.0 RXT Optional,2,60000,23.0,83,999 ,400000
Chevrolet Enjoy 1.3 TCDi LS 7,4,70000,18.2,98,1248,420000
Maruti Wagon R VXI BS IV,5,5000,20.5,62,998 ,430000
Maruti Swift VXI Optional,3,30000,20.4,81,1197,573000
Hyundai EON D Lite Plus,5,40000,21.1,62,814 ,210000
Renault Duster 110PS Diesel RxZ,5,60000,19.0,67,1461,600000
Honda City 2017-2020 GXi,12,70000,17.7,53,1497,150000
Tata Tigor 1.2 Revotron XT,1,15000,20.3,68,1199,550000
Maruti Swift Dzire ZDi,9,110000,19.3,62,1248,320000
Maruti 800 AC,20,70000,16.1,67,796 ,80000
Honda Amaze VX Diesel BSIV,1,10000,27.4,94,1498,800000
Maruti Ertiga ZXI,7,60000,16.0,46,1373,500000
Tata Manza Aura Quadrajet,9,110000,18.8,55,1248,229999
Maruti Ertiga ZXI,7,60000,16.0,76,1373,500000
Hyundai i20 Asta 1.2,5,35000,18.6,55,1197,630000
Maruti Omni E MPI STD BS IV,4,70000,16.8,88,796 ,190000
Tata Manza Aura Quadrajet,9,110000,18.8,67,1248,229999
Mahindra Bolero VLX CRDe,9,100000,13.6,81,2523,450000
Maruti Alto Std,12,120000,19.7,67,796 ,95000
Maruti Omni 8 Seater BSII,11,90000,19.7,47,796 ,101000
Honda Amaze E i-Dtech,4,70000,25.8,81,1498,500000
Toyota Innova 2.5 VX (Diesel) 7 Seater,6,88000,12.9,88,2494,1019999
Hyundai EON Era Plus,8,38000,21.1,62,814 ,244000
Maruti Wagon R LXI BS IV,7,90000,20.5,93,998 ,250000
Maruti Baleno Alpha 1.2,4,60000,21.4,83,1197,660000
Hyundai i20 Magna,10,60000,18.5,83,1197,270000
Maruti Ritz VDi,8,156060,23.2,83,1248,280000
Hyundai Creta 1.6 CRDi SX,3,60000,19.6,81,1582,1050000
Maruti Swift Dzire VXI,3,70000,20.8,83,1197,525000
